customer_id,tenure,monthly_charges,total_charges,contract,payment_method,support_calls,is_senior,churn
10891,8,32.29,204.55,Month-to-month,Bank Transfer,1,0,0
10892,29,82.01,2383.59,Month-to-month,Mailed Check,1,0,0
10893,38,58.05,2196.33,One year,Mailed Check,0,0,0
10894,8,105.75,934.28,One year,Bank Transfer,2,0,0
10895,51,59.63,3005.3,Month-to-month,Mailed Check,1,0,0
10896,42,38.89,1648.26,Month-to-month,Mailed Check,0,0,0
10897,36,54.45,2054.91,One year,eCheck,0,0,0
10898,33,72.5,2371.54,Month-to-month,Credit Card,1,0,0
10899,51,28.02,1395.96,Month-to-month,Bank Transfer,1,0,0
10900,26,106.38,2769.05,Month-to-month,eCheck,1,0,0
10901,42,85.12,3605.23,Month-to-month,Credit Card,1,1,1
10902,21,51.27,1096.28,One year,Credit Card,1,0,0
10903,59,80.81,4741.82,Month-to-month,Bank Transfer,1,0,0
10904,52,118.37,6191.51,One year,Bank Transfer,1,0,0
10905,6,80.28,491.2,Month-to-month,Credit Card,1,1,1
10906,55,60.63,3308.1,One year,eCheck,1,0,0
10907,36,88.14,3155.36,One year,Credit Card,0,0,0
10908,16,95.63,1452.33,Month-to-month,eCheck,2,1,0
10909,41,88.67,3621.09,Month-to-month,Mailed Check,0,0,0
10910,5,41.11,210.47,One year,Credit Card,2,0,0
10911,28,22.09,636.75,Month-to-month,eCheck,3,0,1
10912,9,51.69,467.05,Two year,Mailed Check,1,0,0
10913,2,63.47,143.01,Month-to-month,Credit Card,3,0,0
10914,21,103.13,2169.89,Month-to-month,Bank Transfer,0,0,0
10915,3,28.83,88.74,Month-to-month,Bank Transfer,0,0,0
10916,47,104.36,4920.99,Two year,Mailed Check,0,0,0
10917,44,25.95,1095.02,Month-to-month,Bank Transfer,3,0,1
10918,14,51.39,676.14,Two year,Bank Transfer,0,0,0
10919,9,60.4,613.31,Month-to-month,eCheck,1,1,0
10920,22,113.17,2523.88,Month-to-month,Credit Card,1,0,0
10921,12,114.91,1346.15,Month-to-month,Mailed Check,0,1,1
10922,1,24.07,26.47,Month-to-month,Bank Transfer,3,0,1
10923,11,39.59,523.12,Month-to-month,Mailed Check,2,0,0
10924,42,64.82,2684.89,Month-to-month,Credit Card,2,0,0
10925,57,47.24,2716.26,Two year,Mailed Check,1,0,0
10926,50,115.34,5732.0,Month-to-month,Mailed Check,3,0,1
10927,34,81.22,2755.55,Month-to-month,Bank Transfer,1,1,1
10928,28,52.66,1495.52,Month-to-month,Mailed Check,2,0,0
10929,32,79.97,2506.23,Month-to-month,Bank Transfer,0,0,0
10930,12,87.44,1029.22,Month-to-month,Bank Transfer,1,0,0
10931,32,105.66,3428.76,Month-to-month,Bank Transfer,0,0,0
10932,37,108.75,4021.0,Month-to-month,Credit Card,1,0,0
10933,34,62.12,2157.04,Month-to-month,eCheck,0,0,0
10934,10,95.84,1047.11,Month-to-month,Mailed Check,1,0,0
10935,30,117.35,3476.34,Two year,eCheck,1,0,0
10936,15,73.38,1147.19,Two year,eCheck,1,0,0
10937,3,93.16,306.56,One year,Bank Transfer,2,0,0
10938,10,68.89,715.88,Month-to-month,Credit Card,0,0,0
10939,12,58.26,618.43,Month-to-month,Bank Transfer,3,1,1
10940,55,40.34,2235.58,One year,eCheck,0,0,0
10941,58,29.12,1595.22,Month-to-month,Bank Transfer,1,0,0
10942,58,52.45,3061.5,One year,Mailed Check,0,0,0
10943,2,55.47,3.96,Two year,eCheck,1,0,0
10944,35,77.0,2670.07,One year,Credit Card,0,0,0
10945,18,87.05,1453.32,Month-to-month,Bank Transfer,1,1,1
10946,6,91.08,584.47,Month-to-month,Credit Card,0,1,1
10947,48,96.92,4688.27,Two year,Bank Transfer,3,0,0
10948,39,77.23,3000.84,Month-to-month,Credit Card,1,0,0
10949,32,71.22,2380.96,Month-to-month,Bank Transfer,1,0,0
10950,51,81.17,4085.26,One year,Mailed Check,0,1,0
10951,15,90.25,1349.96,Month-to-month,Bank Transfer,2,0,0
10952,55,104.56,5888.65,Month-to-month,eCheck,2,0,0
10953,57,45.19,2587.03,Two year,Mailed Check,1,1,0
10954,18,105.9,2048.07,One year,Bank Transfer,1,0,0
10955,23,39.8,890.32,Month-to-month,Credit Card,3,0,0
10956,17,21.74,425.41,Month-to-month,Bank Transfer,0,0,0
10957,49,99.67,4920.81,One year,Mailed Check,1,0,0
10958,6,43.07,230.8,One year,Mailed Check,1,0,0
10959,50,103.85,5143.16,Month-to-month,Mailed Check,2,0,0
10960,40,55.67,2205.43,Month-to-month,Credit Card,1,0,0
10961,21,55.29,1236.44,Month-to-month,Credit Card,0,0,0
10962,3,106.97,231.69,Month-to-month,Credit Card,2,0,0
10963,23,95.89,2301.67,Month-to-month,Mailed Check,1,0,1
10964,5,25.83,120.0,Month-to-month,Mailed Check,1,0,0
10965,47,114.43,5462.46,Month-to-month,Credit Card,2,0,0
10966,34,40.84,1364.9,One year,Bank Transfer,0,0,0
10967,40,86.66,3489.86,One year,Bank Transfer,1,0,0
10968,52,114.05,5952.91,Month-to-month,eCheck,2,0,0
10969,33,104.24,3424.03,One year,eCheck,3,0,0
10970,25,68.83,1723.65,Month-to-month,Bank Transfer,1,0,0
10971,50,114.71,5811.02,Two year,eCheck,1,0,0
10972,55,88.57,4811.5,Month-to-month,Mailed Check,0,0,0
10973,11,44.99,498.52,Month-to-month,Bank Transfer,0,0,0
10974,17,116.43,2013.78,Month-to-month,Bank Transfer,2,0,1
10975,42,76.72,3222.04,One year,Credit Card,1,0,0
10976,33,52.23,1731.61,Month-to-month,eCheck,1,0,0
10977,56,63.45,3683.21,Two year,eCheck,0,0,0
10978,52,39.4,2019.7,Month-to-month,Bank Transfer,0,0,0
10979,44,77.35,3328.45,One year,eCheck,1,0,0
10980,59,76.67,4546.56,Two year,Mailed Check,3,0,0
10981,20,35.96,785.44,Month-to-month,eCheck,2,0,0
10982,19,61.48,1156.14,Month-to-month,Mailed Check,0,0,0
10983,45,46.63,2004.01,Two year,Credit Card,3,0,0
10984,19,109.56,2079.06,Two year,Credit Card,2,1,0
10985,58,39.48,2291.48,One year,Credit Card,1,0,0
10986,1,80.84,13.08,Month-to-month,eCheck,1,0,1
10987,58,84.01,4885.27,Month-to-month,eCheck,2,0,0
10988,13,80.37,1028.26,Month-to-month,Bank Transfer,1,0,0
10989,46,57.31,2710.36,Month-to-month,eCheck,3,1,1
10990,22,44.46,1086.5,Month-to-month,Bank Transfer,2,0,0
10991,17,20.83,363.46,One year,eCheck,3,0,0
10992,47,40.47,1878.18,Two year,Mailed Check,1,0,0
10993,28,101.41,2792.36,Month-to-month,eCheck,0,0,0
10994,19,47.8,1034.65,Month-to-month,Credit Card,0,0,0
10995,16,73.4,1163.02,Month-to-month,Bank Transfer,0,0,0
10996,43,49.75,2128.04,One year,Credit Card,4,0,0
10997,59,26.42,1596.38,Month-to-month,Bank Transfer,1,0,0
10998,29,62.15,1890.07,Two year,eCheck,0,0,0
10999,20,119.24,2333.84,One year,Bank Transfer,0,0,0
11000,11,60.17,615.94,Month-to-month,Bank Transfer,4,0,1
11001,48,53.36,2571.64,Two year,Bank Transfer,0,0,0
11002,54,77.3,4192.82,One year,Bank Transfer,0,0,0
11003,45,55.86,2529.12,Month-to-month,eCheck,2,0,0
11004,44,43.6,1896.01,Month-to-month,Mailed Check,2,0,0
11005,26,58.17,1479.5,Month-to-month,Mailed Check,2,0,0
11006,1,110.02,134.44,Month-to-month,eCheck,0,0,0
11007,25,34.27,879.38,Month-to-month,Bank Transfer,1,0,0
11008,33,33.11,1157.53,One year,eCheck,1,0,0
11009,40,95.41,3761.59,Month-to-month,Bank Transfer,4,0,1
11010,49,38.76,1953.6,Month-to-month,Credit Card,1,0,0
11011,15,33.09,464.64,Month-to-month,Bank Transfer,0,0,0
11012,38,44.34,1775.24,Month-to-month,Credit Card,0,0,0
11013,59,108.27,6472.21,Month-to-month,Credit Card,0,0,0
11014,40,114.03,4591.27,Month-to-month,Bank Transfer,0,0,0
11015,15,113.27,1691.81,Month-to-month,Mailed Check,0,0,1
11016,28,51.39,1392.19,One year,eCheck,0,0,0
11017,52,110.58,5746.2,One year,Bank Transfer,2,0,0
11018,50,26.33,1316.25,Month-to-month,eCheck,2,0,0
11019,49,68.19,3340.4,Month-to-month,Bank Transfer,0,0,0
11020,3,75.22,270.68,Two year,Bank Transfer,0,0,0
11021,55,64.93,3499.2,Month-to-month,Bank Transfer,3,0,1
11022,18,117.85,2150.77,One year,Credit Card,0,0,0
11023,57,95.42,5466.95,Month-to-month,Credit Card,0,0,0
11024,2,67.75,83.09,One year,Credit Card,3,0,0
11025,47,93.27,4397.42,Month-to-month,eCheck,0,1,1
11026,3,96.25,300.07,Month-to-month,Credit Card,0,0,1
11027,51,31.22,1527.04,One year,Bank Transfer,2,0,0
11028,48,52.24,2424.14,One year,eCheck,1,0,0
11029,31,52.75,1667.82,Month-to-month,eCheck,2,0,0
11030,10,114.33,1213.04,Month-to-month,Mailed Check,0,0,0
11031,24,105.35,2493.79,Month-to-month,Bank Transfer,0,0,0
11032,49,50.06,2426.76,Month-to-month,eCheck,2,0,0
11033,5,118.81,654.24,Month-to-month,Bank Transfer,0,0,0
11034,46,27.25,1273.45,Month-to-month,Bank Transfer,2,0,0
11035,45,53.4,2504.54,One year,Credit Card,1,0,0
11036,37,40.12,1512.09,One year,eCheck,1,0,0
11037,31,72.07,2316.8,Two year,Bank Transfer,2,0,0
11038,17,110.49,1861.08,Month-to-month,Mailed Check,1,0,0
11039,6,98.79,605.96,Month-to-month,Mailed Check,1,1,1
11040,53,23.73,1293.43,Month-to-month,eCheck,1,0,0
11041,40,44.84,1776.49,Month-to-month,Mailed Check,0,0,0
11042,46,97.76,4495.95,Month-to-month,eCheck,4,0,1
11043,2,48.02,69.74,Month-to-month,Mailed Check,1,0,0
11044,27,101.8,2853.3,Month-to-month,Mailed Check,0,0,0
11045,33,82.26,2720.16,Month-to-month,Mailed Check,1,0,0
11046,48,89.72,4360.0,Month-to-month,Mailed Check,0,0,0
11047,59,91.42,5363.66,Month-to-month,Mailed Check,2,1,1
11048,14,77.68,1049.11,Month-to-month,Mailed Check,2,0,0
11049,12,38.44,435.03,One year,Bank Transfer,0,0,0
11050,40,101.17,4026.87,Month-to-month,Credit Card,0,0,0
11051,12,76.37,915.75,Month-to-month,Credit Card,4,1,1
11052,34,92.17,3159.3,One year,Mailed Check,4,0,0
11053,38,22.62,871.92,Month-to-month,eCheck,0,1,0
11054,55,38.16,2070.67,One year,eCheck,1,0,0
11055,25,76.53,1903.49,Month-to-month,Credit Card,1,0,0
11056,27,100.13,2778.9,One year,Credit Card,1,0,0
11057,21,56.14,1195.17,Two year,Bank Transfer,2,0,0
11058,33,95.13,3159.67,Two year,Credit Card,1,0,0
11059,39,20.15,864.26,Month-to-month,Bank Transfer,1,0,0
11060,58,24.46,1400.26,One year,Mailed Check,3,1,0
11061,52,88.85,4682.29,Month-to-month,eCheck,3,0,1
11062,29,118.73,3396.35,One year,Mailed Check,1,0,0
11063,19,51.57,1016.72,Two year,Credit Card,0,0,0
11064,49,53.62,2654.56,Month-to-month,eCheck,1,0,0
11065,2,54.01,103.28,Month-to-month,eCheck,3,0,0
11066,45,77.99,3466.03,One year,Bank Transfer,1,0,0
11067,11,59.45,627.27,Two year,eCheck,1,0,0
11068,11,56.41,511.43,Two year,Credit Card,0,0,0
11069,49,96.72,4738.83,Month-to-month,Bank Transfer,0,0,1
11070,41,20.19,780.38,Month-to-month,Mailed Check,0,0,0
11071,3,107.07,438.35,Two year,eCheck,1,0,0
11072,32,94.11,3109.26,One year,eCheck,1,0,0
11073,40,115.67,4620.84,Month-to-month,Bank Transfer,0,0,0
11074,32,104.11,3344.75,Month-to-month,Bank Transfer,1,0,0
11075,50,99.37,4976.35,Two year,Bank Transfer,0,0,0
11076,16,49.29,745.9,One year,eCheck,2,0,0
11077,46,98.08,4449.6,Month-to-month,Bank Transfer,1,0,0
11078,58,79.73,4673.6,Two year,Credit Card,1,0,0
11079,7,54.94,308.18,Month-to-month,Credit Card,2,0,0
11080,58,100.99,5878.99,Month-to-month,Credit Card,1,0,1
11081,21,68.95,1408.86,One year,Bank Transfer,0,0,0
11082,23,118.43,2714.38,Month-to-month,Bank Transfer,0,0,0
11083,9,92.17,806.18,One year,Mailed Check,0,0,0
11084,18,107.98,2006.97,Month-to-month,Credit Card,1,0,0
11085,32,110.14,3490.47,Month-to-month,eCheck,2,0,1
11086,8,78.5,646.82,Month-to-month,Credit Card,2,0,0
11087,43,109.26,4709.57,Month-to-month,Credit Card,2,0,0
11088,10,79.75,777.0,One year,Credit Card,1,1,0
11089,28,71.15,2021.26,One year,Mailed Check,0,0,0
11090,38,119.51,4653.87,Month-to-month,Bank Transfer,1,0,1
11091,32,89.61,2916.61,Month-to-month,Credit Card,0,0,0
11092,59,89.06,5229.47,Month-to-month,eCheck,1,0,0
11093,9,118.83,1028.89,Month-to-month,Bank Transfer,2,0,0
11094,39,82.91,3295.88,Month-to-month,Bank Transfer,4,0,1
11095,50,20.28,952.56,Two year,eCheck,1,0,0
11096,47,87.63,4188.24,Month-to-month,Mailed Check,1,1,1
11097,1,82.88,59.31,Month-to-month,Bank Transfer,2,0,1
11098,32,92.78,2982.03,One year,Credit Card,1,0,0
11099,24,117.47,2770.63,Two year,eCheck,0,0,0
11100,33,93.71,3148.05,Month-to-month,eCheck,3,0,1
11101,8,119.44,954.56,One year,eCheck,2,0,0
11102,1,98.8,203.44,Month-to-month,Bank Transfer,0,0,0
11103,31,118.0,3637.37,Two year,Mailed Check,1,0,0
11104,28,63.52,1804.45,Month-to-month,Bank Transfer,1,0,0
11105,36,44.62,1641.97,Month-to-month,Mailed Check,1,0,0
11106,59,75.13,4552.36,Month-to-month,Mailed Check,3,0,0
11107,49,108.84,5340.51,Month-to-month,Credit Card,1,0,0
11108,21,105.96,2334.62,Month-to-month,eCheck,1,0,0
11109,1,86.99,112.07,One year,Credit Card,4,1,0
11110,41,60.36,2553.88,Month-to-month,Credit Card,2,0,0
11111,55,47.52,2625.16,Month-to-month,Credit Card,2,0,0
11112,3,22.51,32.39,Two year,eCheck,2,0,0
11113,7,61.75,514.58,Month-to-month,Credit Card,2,0,0
11114,35,70.32,2389.07,Month-to-month,Mailed Check,1,0,0
11115,49,118.21,5841.95,One year,Credit Card,0,0,0
11116,50,76.75,3787.46,Month-to-month,eCheck,0,0,0
11117,14,77.86,1070.68,Month-to-month,Bank Transfer,1,0,0
11118,46,66.57,3084.17,Month-to-month,eCheck,0,0,0
11119,55,21.45,1140.03,One year,Bank Transfer,2,0,0
11120,29,48.67,1507.52,Month-to-month,eCheck,0,0,0
11121,5,85.74,461.6,Month-to-month,Mailed Check,2,0,0
11122,58,90.82,5376.08,Two year,eCheck,0,0,0
11123,48,115.05,5434.62,One year,Mailed Check,0,0,0
11124,21,68.16,1437.3,Month-to-month,Credit Card,1,0,0
11125,18,88.83,1628.66,Month-to-month,Bank Transfer,0,1,1
11126,40,99.66,4047.11,One year,Mailed Check,0,1,0
11127,23,95.84,2096.7,One year,Bank Transfer,3,0,0
11128,19,32.57,604.22,Month-to-month,Mailed Check,4,0,0
11129,32,109.05,3495.48,Two year,Mailed Check,0,1,0
11130,24,95.31,2256.85,Month-to-month,eCheck,3,0,1
11131,15,86.94,1266.02,Month-to-month,Mailed Check,0,0,0
11132,17,34.4,575.86,Month-to-month,Bank Transfer,0,0,0
11133,18,114.33,2111.18,Month-to-month,Bank Transfer,3,0,1
11134,8,87.99,643.63,Two year,eCheck,0,0,0
11135,8,39.04,238.16,Month-to-month,Credit Card,1,0,0
11136,51,78.54,3935.57,Month-to-month,Credit Card,1,0,0
11137,36,34.82,1210.76,Month-to-month,Credit Card,1,0,0
11138,49,25.5,1255.19,Month-to-month,Credit Card,1,0,0
11139,1,91.17,82.23,Month-to-month,Mailed Check,2,0,1
11140,22,93.73,2015.31,Month-to-month,eCheck,1,0,0
11141,30,71.54,2159.44,Month-to-month,Credit Card,1,0,0
11142,31,34.97,1021.93,Month-to-month,eCheck,2,0,0
11143,10,52.69,508.39,One year,Credit Card,1,0,0
11144,58,30.47,1742.97,Two year,Credit Card,0,0,0
11145,46,42.67,1976.45,Two year,eCheck,2,1,0
11146,57,26.59,1467.39,One year,eCheck,2,0,0
11147,49,86.32,4277.5,Month-to-month,Bank Transfer,3,0,1
11148,10,97.84,989.08,Two year,Bank Transfer,2,0,0
11149,2,71.73,71.31,Month-to-month,Credit Card,0,0,0
11150,21,86.06,1844.83,One year,Credit Card,1,0,0
11151,17,35.03,652.64,Month-to-month,Mailed Check,3,0,1
11152,16,110.8,1765.61,Month-to-month,Bank Transfer,1,0,0
11153,47,79.42,3717.74,Two year,eCheck,0,0,0
11154,43,32.45,1371.23,Month-to-month,Bank Transfer,2,1,0
11155,27,73.41,1944.86,Month-to-month,eCheck,1,0,0
11156,58,65.87,3774.29,Month-to-month,Bank Transfer,1,0,0
11157,36,106.81,3839.43,One year,eCheck,1,0,0
11158,3,94.97,227.65,Month-to-month,Credit Card,6,0,1
11159,20,29.72,554.15,Month-to-month,eCheck,0,1,0
11160,6,84.8,496.9,One year,eCheck,3,0,0
11161,14,25.34,380.36,Month-to-month,Mailed Check,0,0,0
11162,3,69.58,251.08,Month-to-month,eCheck,0,0,0
11163,33,103.58,3473.14,One year,Bank Transfer,1,0,0
11164,41,38.83,1639.48,Month-to-month,eCheck,3,0,1
11165,39,84.73,3341.88,Month-to-month,eCheck,0,0,0
11166,32,60.63,2053.25,Month-to-month,Mailed Check,1,0,0
11167,12,31.51,411.4,One year,Mailed Check,0,1,0
11168,23,108.63,2528.2,Month-to-month,eCheck,1,0,0
11169,1,91.97,86.48,Month-to-month,Mailed Check,0,1,1
11170,22,46.71,982.83,Month-to-month,Bank Transfer,1,0,0
11171,44,40.08,1729.62,Month-to-month,eCheck,1,0,0
11172,2,55.75,97.54,Month-to-month,eCheck,1,0,0
11173,15,91.46,1374.33,Month-to-month,Mailed Check,2,0,0
11174,19,111.55,2150.35,Two year,Mailed Check,0,0,0
11175,56,71.53,3984.28,One year,Mailed Check,0,0,0
11176,36,20.33,749.94,One year,Mailed Check,1,0,0
11177,11,21.36,220.31,Month-to-month,Credit Card,1,0,0
11178,35,44.49,1532.2,Month-to-month,Mailed Check,1,0,0
11179,59,98.33,5882.36,Month-to-month,Mailed Check,0,0,0
11180,50,36.81,1749.55,Month-to-month,Bank Transfer,1,0,0
11181,7,77.62,495.7,One year,Mailed Check,1,0,0
11182,11,22.9,136.15,Month-to-month,eCheck,1,0,0
11183,47,52.25,2454.39,One year,Credit Card,1,0,0
11184,58,86.03,5036.8,Month-to-month,eCheck,1,1,0
11185,27,88.08,2362.13,Month-to-month,Credit Card,0,0,1
11186,54,21.79,1194.84,Month-to-month,Mailed Check,0,1,0
11187,47,37.58,1756.41,One year,Credit Card,4,0,0
11188,15,43.07,663.89,Month-to-month,Credit Card,2,0,0
11189,8,45.62,396.76,Two year,Mailed Check,0,0,0
11190,30,55.87,1770.68,Two year,Mailed Check,0,0,0
11191,31,98.59,2983.29,One year,Mailed Check,1,0,0
11192,43,30.36,1222.09,Month-to-month,Credit Card,2,0,0
11193,46,43.05,1950.22,One year,Bank Transfer,2,0,0
11194,25,68.46,1654.77,Month-to-month,Bank Transfer,0,0,0
11195,45,98.0,4369.41,One year,eCheck,1,0,0
11196,9,97.07,860.46,Two year,Credit Card,3,1,0
11197,57,30.88,1749.94,Month-to-month,Credit Card,0,0,0
11198,57,73.49,4219.02,Month-to-month,eCheck,1,0,0
11199,26,84.92,2186.88,One year,Credit Card,2,0,0
11200,32,63.58,2045.56,Two year,Bank Transfer,2,0,0
11201,42,105.25,4425.66,Month-to-month,Credit Card,0,0,0
11202,43,31.01,1340.28,One year,Mailed Check,1,1,0
11203,25,76.05,1885.07,Month-to-month,eCheck,0,0,0
11204,15,91.63,1348.27,Two year,Bank Transfer,4,0,0
11205,58,118.11,6751.49,Month-to-month,Mailed Check,2,0,1
11206,36,20.98,754.19,Month-to-month,Bank Transfer,0,0,0
11207,16,92.36,1487.94,Month-to-month,Credit Card,1,0,0
11208,11,54.09,562.03,Month-to-month,Credit Card,2,0,0
11209,34,94.52,3278.34,Month-to-month,Credit Card,3,0,1
11210,11,72.69,739.09,Month-to-month,Bank Transfer,1,0,0
11211,43,98.0,4288.64,Two year,Mailed Check,2,0,0
11212,49,36.47,1755.6,Month-to-month,Mailed Check,1,0,0
11213,28,111.47,3163.03,Month-to-month,Bank Transfer,1,0,0
11214,45,58.77,2653.76,One year,Mailed Check,2,0,0
11215,50,100.35,5076.04,Month-to-month,eCheck,2,0,0
11216,30,49.27,1435.22,Month-to-month,Bank Transfer,1,0,0
11217,32,33.5,1110.21,One year,Mailed Check,1,0,0
11218,9,54.3,510.72,Month-to-month,Credit Card,2,0,0
11219,44,87.47,3945.36,Two year,Mailed Check,4,0,0
11220,49,111.99,5495.0,Two year,Credit Card,3,0,0
11221,58,69.7,3966.37,One year,eCheck,0,1,0
11222,9,53.37,505.52,Month-to-month,Bank Transfer,1,0,0
11223,24,113.19,2783.46,One year,Bank Transfer,2,0,0
11224,37,94.05,3538.57,Month-to-month,eCheck,2,1,1
11225,53,65.22,3440.18,Month-to-month,Mailed Check,2,0,0
11226,17,85.27,1404.41,Two year,Credit Card,3,0,0
11227,6,45.47,229.1,Two year,Mailed Check,2,0,0
11228,32,69.79,2256.75,Month-to-month,Bank Transfer,2,0,0
11229,43,60.02,2563.08,Month-to-month,Bank Transfer,2,0,0
11230,13,44.57,572.13,Month-to-month,eCheck,0,0,0
11231,45,28.85,1260.95,One year,Bank Transfer,2,0,0
11232,20,42.82,745.99,Month-to-month,Credit Card,1,0,0
11233,4,99.9,406.1,Two year,Mailed Check,2,0,0
11234,13,95.99,1222.38,Month-to-month,eCheck,2,0,0
11235,39,63.82,2451.91,Month-to-month,Bank Transfer,0,0,0
11236,50,108.1,5302.65,One year,Credit Card,3,0,0
11237,50,35.8,1718.54,Month-to-month,Credit Card,1,1,0
11238,13,93.43,1193.21,Two year,eCheck,2,0,0
11239,54,96.28,5239.4,One year,eCheck,1,0,0
11240,35,26.71,969.49,Month-to-month,Mailed Check,1,0,0
11241,49,106.58,5220.59,Month-to-month,Bank Transfer,1,0,0
11242,6,97.42,659.83,Month-to-month,eCheck,1,1,1
11243,17,66.45,1093.04,Month-to-month,Bank Transfer,3,0,0
11244,36,69.45,2507.61,Month-to-month,Bank Transfer,0,0,0
11245,5,78.42,388.58,One year,Bank Transfer,0,0,0
11246,27,67.86,1772.48,Month-to-month,eCheck,0,0,0
11247,46,25.46,1185.5,Two year,eCheck,1,1,0
11248,18,63.12,1121.78,Month-to-month,eCheck,0,0,0
11249,52,106.49,5522.97,Two year,Bank Transfer,1,1,0
11250,41,73.44,3034.72,Month-to-month,Bank Transfer,2,0,0
11251,22,44.47,1033.94,Month-to-month,Bank Transfer,1,0,0
11252,5,110.8,500.33,Month-to-month,Bank Transfer,0,1,0
11253,19,62.65,1168.07,Month-to-month,Credit Card,0,0,0
11254,34,38.4,1352.78,Month-to-month,Mailed Check,1,0,0
11255,4,79.55,344.7,Month-to-month,Mailed Check,3,0,0
11256,15,37.42,532.57,One year,eCheck,0,0,0
11257,4,82.39,298.15,Two year,Bank Transfer,2,0,0
11258,50,87.74,4374.67,Month-to-month,Mailed Check,1,0,0
11259,7,39.25,270.0,Month-to-month,Credit Card,3,0,1
11260,23,51.45,1255.28,One year,Mailed Check,1,0,0
11261,30,78.8,2415.51,Month-to-month,eCheck,3,0,1
11262,56,42.0,2422.17,Month-to-month,Bank Transfer,2,0,0
11263,55,102.16,5571.71,Month-to-month,eCheck,1,0,0
11264,8,93.14,734.77,Month-to-month,Bank Transfer,0,0,0
11265,2,37.54,42.5,One year,eCheck,0,0,0
11266,14,78.91,1079.29,Month-to-month,eCheck,1,0,0
11267,54,77.27,4163.17,Month-to-month,Credit Card,0,1,0
11268,20,57.34,1172.78,Month-to-month,Mailed Check,1,1,0
11269,39,85.7,3388.86,Two year,Mailed Check,2,1,0
11270,5,62.96,272.94,Month-to-month,eCheck,1,0,0
11271,58,64.43,3689.28,Month-to-month,Credit Card,2,0,0
11272,17,59.42,1027.57,Month-to-month,Bank Transfer,0,0,0
11273,37,77.4,2895.04,Month-to-month,Credit Card,2,0,0
11274,12,20.11,230.97,One year,Mailed Check,0,0,0
11275,20,80.09,1568.76,One year,Credit Card,1,0,0
11276,9,31.97,267.04,Month-to-month,Bank Transfer,1,1,0
11277,35,42.72,1466.14,Month-to-month,Bank Transfer,0,0,0
11278,16,101.32,1570.5,Two year,Bank Transfer,0,0,0
11279,41,42.71,1809.66,Two year,eCheck,2,0,0
11280,27,82.04,2282.33,One year,Bank Transfer,1,0,0
11281,4,45.32,208.47,Month-to-month,Mailed Check,1,0,0
11282,26,119.55,3088.07,Month-to-month,Credit Card,2,0,0
11283,29,118.19,3441.61,Month-to-month,eCheck,0,0,0
11284,3,53.2,149.12,Two year,Credit Card,2,0,0
11285,34,111.16,3799.49,One year,Bank Transfer,0,0,0
11286,42,111.07,4715.65,One year,eCheck,0,0,0
11287,44,40.41,1785.26,Two year,Credit Card,2,0,0
11288,31,57.56,1675.96,Month-to-month,eCheck,1,0,0
11289,23,38.84,893.41,Month-to-month,Mailed Check,1,0,0
11290,26,42.86,1159.69,Month-to-month,eCheck,1,0,0
11291,53,72.64,3837.65,Month-to-month,eCheck,0,0,0
11292,42,70.22,2970.94,Month-to-month,eCheck,0,0,0
11293,23,65.17,1405.96,Month-to-month,Bank Transfer,3,0,1
11294,44,39.88,1725.02,Month-to-month,Bank Transfer,2,1,0
11295,8,73.34,535.56,Month-to-month,Credit Card,0,0,0
11296,25,114.65,2849.75,Month-to-month,Bank Transfer,3,0,1
11297,32,55.99,1776.08,Month-to-month,Credit Card,2,0,0
11298,11,88.75,981.75,One year,Mailed Check,1,0,0
11299,16,43.06,753.75,One year,Credit Card,0,0,0
11300,59,95.24,5625.69,Month-to-month,Bank Transfer,0,0,0
11301,48,77.61,3694.45,Month-to-month,Mailed Check,0,0,0
11302,32,111.76,3543.88,One year,Mailed Check,1,0,0
11303,26,27.8,751.51,Two year,eCheck,0,0,0
11304,23,85.66,1911.26,One year,eCheck,3,0,0
11305,37,62.14,2339.22,Month-to-month,Credit Card,1,0,0
11306,23,56.95,1343.63,Month-to-month,eCheck,1,0,0
11307,32,53.31,1697.26,Month-to-month,eCheck,0,0,0
11308,31,110.24,3467.03,Month-to-month,Mailed Check,4,0,1
11309,5,45.26,186.45,Month-to-month,Credit Card,3,0,0
11310,6,83.16,523.45,Month-to-month,Credit Card,1,0,0
11311,56,22.62,1281.58,Two year,Credit Card,1,0,0
11312,29,116.34,3408.05,One year,Bank Transfer,0,0,0
11313,37,100.2,3724.01,Month-to-month,Mailed Check,0,0,0
11314,16,88.95,1399.91,Month-to-month,Credit Card,0,0,0
11315,17,71.88,1169.52,One year,Credit Card,2,0,0
11316,46,56.0,2604.38,Month-to-month,Credit Card,1,0,0
11317,22,63.57,1444.77,Month-to-month,Mailed Check,1,1,0
11318,3,85.92,179.38,Month-to-month,Credit Card,0,0,1
11319,22,70.87,1613.21,Month-to-month,Bank Transfer,1,1,0
11320,30,109.36,3319.63,Two year,Mailed Check,0,0,0
11321,5,52.48,185.63,Month-to-month,eCheck,3,0,0
11322,47,106.32,5013.99,Month-to-month,eCheck,0,1,1
11323,22,50.09,1109.34,One year,eCheck,0,0,0
11324,46,34.5,1596.18,Month-to-month,eCheck,2,0,0
11325,50,32.72,1602.98,Month-to-month,eCheck,0,0,0
11326,8,46.57,451.55,Two year,Mailed Check,3,0,0
11327,21,111.71,2390.78,Month-to-month,Bank Transfer,1,0,0
